Nombre;Tipo;Valoración;Localización;Ciudad;Distancia;Cercanías;Descripción
Pensión Laforja;Hostal;0 de 5;Sarrià-Sant Gervasi;Barcelona;a 2,3 km del centro;a 2,3 km del centro;Pensión Laforja, que se encuentra a 18 min a pie de La Pedrera y a 2,1 km de Casa Batlló, ofrece habitaciones con aire acondicionado y baño compartido en Barcelona.
Ella Hostel Boqueria;Hostal;0 de 5;Ciutat Vella;Barcelona;a 0,5 km del centro;a 0,5 km del centro;Ella Hostel Boqueria está en Barcelona, a 2,4 km de Platja de Sant Miquel y a 2,4 km de Platja de la Barceloneta, y ofrece habitaciones con wifi gratis.
Petit Hotel;Hostal;2 de 5;Sarrià-Sant Gervasi;Barcelona;a 2,3 km del centro;a 2,3 km del centro;El hostal Petit Hotel está situado en el barrio de Sarrià-Sant Gervasi de Barcelona, a 350 metros de la estación de metro de Muntaner. Ofrece WiFi gratuita en todas las instalaciones.
Your Home in Barcelona 1;Hostal;0 de 5;Sants-Montjuïc;Barcelona;a 1,4 km del centro;a 1,4 km del centro;Gestionado por un particular
CASA FILOMENA;Hostal;3 de 5;Sarrià-Sant Gervasi;Barcelona;a 4,3 km del centro;a 4,3 km del centro;CASA FILOMENA, que tiene jardín, terraza, restaurante y wifi gratis, está en Barcelona, a 2,7 km de Camp Nou y a 4,1 km de La Pedrera.
Hostal Drassanes;Hostal;2 de 5;Ciutat Vella;Barcelona;a 1,2 km del centro;a 1,2 km del centro;El Hostal Drassanes ofrece conexión WiFi gratuita, recepción 24 horas y habitaciones luminosas con aire acondicionado, TV y baño moderno. Se encuentra a 300 metros de Las Ramblas.
Pensión Arosa;Hostal;0 de 5;Ciutat Vella;Barcelona;a 350 m del centro;a 350 m del centro;La Pensión Arosa está situada en el centro, a 300 metros de la catedral de Barcelona y la Plaza de Cataluña. Ofrece habitaciones sencillas con lavabo y ventilador, así como baño compartido.
Barcelona City Rooms;Hostal;2 de 5;Gracia;Barcelona;a 2,1 km del centro;a 2,1 km del centro;El Barcelona City Rooms está situado en el barrio del Eixample de Barcelona, a solo 5 minutos a pie de la emblemática Sagrada Familia de Gaudí.
Hostal MiMi Las Ramblas;Hostal;1 de 5;Ciutat Vella;Barcelona;a 1 km del centro;a 1 km del centro;El Hostal MiMi Las Ramblas dispone de conexión WiFi gratuita y recepción 24 horas y se encuentra en Barcelona, a solo 35 metros de La Rambla.
Hostal Felipe 2;Hostal;2 de 5;Eixample;Barcelona;a 1,2 km del centro;a 1,2 km del centro;El Hostal Felipe 2 está situado en un edificio modernista junto a la avenida Diagonal, a menos de 5 minutos a pie de la estación de metro Verdaguer.
Barcelona City Ramblas;Hostal;1 de 5;Ciutat Vella;Barcelona;a 200 m del centro;a 200 m del centro;Esta pensión sencilla está situada en la parte superior de Las Ramblas, junto a la plaza Catalunya. Ofrece habitaciones cómodas con calefacción, WiFi gratuita y unas vistas impresionantes a la ciudad....
Hostal Madrazo;Hostal;3 de 5;Sarrià-Sant Gervasi;Barcelona;a 2,3 km del centro;a 2,3 km del centro;Hostal Madrazo está muy bien situado en el barrio de Sarrià-Sant Gervasi, Barcelona, a 2,3 km de Casa Batlló, a 19 min a pie de Paseo de Gracia y a 2,7 km de Estación de metro Passeig de Gràcia.
Hostal BCN Ramblas;Hostal;2 de 5;Ciutat Vella;Barcelona;a 0,6 km del centro;a 0,6 km del centro;El Hostal BCN Ramblas se encuentra en Las Ramblas, frente al alegre mercado de la Boquería y a 50 metros de la estación de metro de Liceu. La conexión WiFi es gratuita.
Two private rooms available in the city center metro L5 & L1;Hostal;0 de 5;Eixample;Barcelona;a 1,5 km del centro;a 1,5 km del centro;Gestionado por un particular
Izaila Plaza Catalunya;Hostal;4 de 5;Eixample;Barcelona;a 150 m del centro;a 150 m del centro;El Izaila Plaza Catalunya ofrece WiFi gratuita, aire acondicionado y calefacción. Está situado en el centro de Barcelona, a 50 metros de la Plaza de Catalunya.
Fira Guest House;Hostal;0 de 5;Sants-Montjuïc;Barcelona;a 3,7 km del centro;a 3,7 km del centro;El Enzo Fira Guest House se encuentra en Barcelona, a 5 minutos del centro de convenciones y exposiciones Fira de Barcelona y de la Plaza España. Hay WiFi gratuita.
Sunny double room center L5&L1 metro lines;Hostal;0 de 5;Eixample;Barcelona;a 1,3 km del centro;a 1,3 km del centro;Gestionado por un particular
Hostal Lleida;Hostal;3 de 5;Eixample;Barcelona;a 1,6 km del centro;;El Hostal Lleida se encuentra en el centro del barrio del Eixample de Barcelona, a solo 300 metros de la estación de metro Hospital Clínic.
BCN Condal Hostal;Hostal;2 de 5;Eixample;Barcelona;a 2,2 km del centro;a 2,2 km del centro;Gestionado por un particular
Uma Suites Pau Claris;Hostal;4 de 5;Eixample;Barcelona;a 300 m del centro;a 300 m del centro;Uma Suites Pau Claris, que se encuentra a 2,5 km de Platja de Sant Miquel y a 2,6 km de Platja de la Barceloneta, ofrece habitaciones con aire acondicionado y baño privado en Barcelona.
Stay Happy;Hostal;4 de 5;Ciutat Vella;Barcelona;a 1 km del centro;a 1 km del centro;Gestionado por un particular
Room in Guest room - Private room with sunny terrace of 200m2 2;Hostal;0 de 5;Les Corts;Barcelona;a 4 km del centro;a 4 km del centro;Room in Guest room - Private room with sunny terrace of 200m2 2 se encuentra en Barcelona, a 11 min a pie de Camp Nou, y dispone de terraza, habitaciones libres de humo y wifi gratis en todo el...
Bonita Habitación en chalet;Hostal;0 de 5;Sants-Montjuïc;Barcelona;a 3,7 km del centro;a 3,7 km del centro;Gestionado por un particular
Room in Guest room - Private room with sunny terrace of 200m2 8;Hostal;0 de 5;Les Corts;Barcelona;a 4 km del centro;a 4 km del centro;Room in Guest room - Private room with sunny terrace of 200m2 8 está en Barcelona, a 11 min a pie de Camp Nou, y tiene terraza, habitaciones libres de humo y wifi gratis en todo el alojamiento.
Pintor Pahissa Rooms;Hostal;0 de 5;Les Corts;Barcelona;a 4 km del centro;a 4 km del centro;Pintor Pahissa Rooms está en Barcelona, a 10 min a pie de Camp Nou, y dispone de salón de uso común, habitaciones libres de humo, wifi gratis en todo el alojamiento y terraza.
Loft with total privacy;Hostal;3 de 5;Nou Barris;Barcelona;a 5,9 km del centro;a 5,9 km del centro;Gestionado por un particular
Sagrada Familia Double Sunny room Metro L-5;Hostal;0 de 5;Sant Martí;Barcelona;a 2,8 km del centro;a 2,8 km del centro;Gestionado por un particular
Habitación confortable;Hostal;0 de 5;Sants-Montjuïc;Barcelona;a 3 km del centro;a 3 km del centro;Gestionado por un particular
PENSIÓN Colmenero;Hostal;1 de 5;Ciutat Vella;Barcelona;a 0,5 km del centro;a 0,5 km del centro;PENSIÓN Colmenero es un alojamiento con una ubicación excelente en el centro de Barcelona que ofrece habitaciones con aire acondicionado, terraza y wifi gratis.
Habitación Santa Anna;Hostal;0 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;a 0,7 km del centro;Habitación Santa Anna ofrece alojamiento muy bien situado en Barcelona y dispone de jardín, wifi gratis y terraza.
Room in Guest room - Private room with sunny terrace of 200m2 3;Hostal;0 de 5;Les Corts;Barcelona;a 4 km del centro;a 4 km del centro;Room in Guest room - Private room with sunny terrace of 200m2 3 está en Barcelona, a 11 min a pie de Camp Nou, y tiene terraza, habitaciones libres de humo y wifi gratis en todo el alojamiento.
Hostal Capitol Ramblas;Hostal;2 de 5;Ciutat Vella;Barcelona;a 250 m del centro;a 250 m del centro;El Hostal Capitol Ramblas se encuentra en la famosa calle comercial de La Rambla, en el centro de Barcelona. Ofrece conexión WiFi gratuita, servicio de alquiler de bicicletas y recepción 24 horas.
Casa Consell Gran Via, Guest House;Hostal;2 de 5;Eixample;Barcelona;a 0,7 km del centro;;El establecimiento Casa Consell Gran Via, Guest House se encuentra en la Gran Vía, en el famoso distrito barcelonés del Ensanche, y ofrece alojamiento con WiFi gratuita y una buena relación calidad...
Calabria 234;Hostal;0 de 5;Eixample;Barcelona;a 1,9 km del centro;a 1,9 km del centro;Calabria 234 se encuentra en Barcelona, a 13 min a pie de Estación de tren de Sants, y ofrece vistas a la ciudad.
Fontanella By BCN URBAN Rooms;Hostal;3 de 5;Ciutat Vella;Barcelona;a 200 m del centro;;Fontanella By BCN URBAN Rooms está en Barcelona, a 2,4 km de Platja de Sant Miquel, y dispone de servicio de check-in y check-out exprés y wifi gratis en todo el alojamiento.
La PLAYA ! Centro Barcelona !;Hostal;0 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;a 0,7 km del centro;Gestionado por un particular
Placa Cataluna;Hostal;0 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;a 0,7 km del centro;Gestionado por un particular
Hostal Las Flores Ramblas;Hostal;2 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;;Este céntrico hotel se encuentra en Las Ramblas de Barcelona, junto a la estación de metro de Liceu y a 50 metros del mercado de la Boquería.
Centro Barcelona;Hostal;0 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;a 0,7 km del centro;Gestionado por un particular
Estrella Beach;Hostal;0 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;a 0,7 km del centro;Gestionado por un particular
Live & Dream;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 3,1 km del centro;;El Live & Dream presenta un diseño minimalista en tonos blancos con detalles de color en la ropa de cama y en el mobiliario.
Easy Sants by Bossh!;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 2,9 km del centro;;Easy Sants by Bossh!, que está a 6 min a pie de Estación de tren de Sants y a 1,8 km de Fuente Mágica de Montjuïc, ofrece habitaciones con aire acondicionado y baño privado en Barcelona.
Alberg Pere Tarrés;Albergue;0 de 5;Les Corts;Barcelona;a 3 km del centro;;El Albergue Pere Tarrés se encuentra a 10 minutos a pie de la estación de tren Sants y a pocos minutos en metro del centro de Barcelona. El albergue dispone de cocina, restaurante y WiFi gratuita.
Yeah Barcelona Hostel;Albergue;0 de 5;Eixample;Barcelona;a 1,5 km del centro;;El Yeah Barcelona Hostel goza de una ubicación ideal a 10 minutos a pie de las obras maestras de Gaudí, la Pedrera y la Sagrada Familia, y ofrece recepción 24 horas y WiFi gratuita.
AMISTAT City Hostel Barcelona;Albergue;0 de 5;Sant Andreu;Barcelona;a 3,8 km del centro;;AMISTAT City Hostel Barcelona dispone de salón de uso común, terraza, restaurante y bar en Barcelona.
Casa Gracia;Albergue;0 de 5;Gracia;Barcelona;a 1,4 km del centro;;La Casa Gràcia es un albergue moderno ubicado en la parte alta del Paseo de Gracia, a 300 metros de La Pedrera de Gaudí.
Generator Barcelona;Albergue;1 de 5;Gracia;Barcelona;a 1,5 km del centro;;El Generator Barcelona se encuentra a 500 metros de la moderna avenida Paseo de Gracia.
Alberg Barcelona Xanascat;Albergue;0 de 5;Gracia;Barcelona;a 3,7 km del centro;a 3,7 km del centro;El albergue Mare de Déu de Montserrat, situado en un edificio modernista, a 5 minutos a pie del famoso parque Güell, ofrece habitaciones compartidas y privadas.
Free Hostels Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 2,1 km del centro;;El Free Hostels Barcelona ofrece WiFi gratuita y se encuentra en el centro de Barcelona, a 700 metros de la estación de metro de Hospital Clínic. La Pedrera de Gaudí se encuentra a 23 minutos a pie....
Onefam Sants;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 3,6 km del centro;;El Onefam Sants es un animado albergue social situado a 150 metros de la estación de metro de Badal.
Weflating Boutique Hostel;Albergue;0 de 5;Eixample;Barcelona;a 0,6 km del centro;;Weflating Boutique Hostel, que está a 2,8 km de Platja del Somorrostro y a 2,9 km de Platja de Sant Miquel, ofrece habitaciones con aire acondicionado y baño privado en Barcelona.
HeyLola! Hostel;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 1,6 km del centro;;HeyLola! Hostel se encuentra en Barcelona, a 16 min a pie de Fuente Mágica de Montjuïc, y ofrece mostrador de información turística, habitaciones libres de humo, salón de uso común, wifi gratis en...
Bed & Bike Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 1,2 km del centro;;Centrally located in Barcelona, just 900 metres from Gaudi’s Sagrada Familia, Bed & Bike Barcelona offers private and shared rooms with free WiFi. Tetuan metro Station is 5 minutes’ walk away.
Blue Barcelona;Albergue;0 de 5;Sarrià-Sant Gervasi;Barcelona;a 2,1 km del centro;;El Blue Barcelona, situado en el distrito barcelonés de Gracia, junto a la estación de FGC de Gracia, ofrece conexión WiFi gratuita, salón compartido y mostrador de información turística.
Unite Hostel Barcelona;Albergue;0 de 5;Sant Martí;Barcelona;a 2,2 km del centro;;El Unite Hostel Barcelona se encuentra en Barcelona, a 400 metros del centro deportivo Nova Icaria, y ofrece alojamiento con restaurante, aparcamiento privado, bar y salón compartido.
Twentytu Hostel Barcelona;Albergue;0 de 5;Sant Martí;Barcelona;a 2 km del centro;;Este alojamiento moderno y ecológico dispone de terraza con vistas a la ciudad y habitaciones con aire acondicionado y WiFi gratuita.
Alani Montjuic;Albergue;0 de 5;Eixample;Barcelona;a 1,9 km del centro;;Gestionado por un particular
Habitacion privada en PISO COMPARTIDO Lepanto;Albergue;0 de 5;Eixample;Barcelona;a 2,2 km del centro;;Gestionado por un particular
B-Garden BCN;Albergue;2 de 5;Eixample;Barcelona;a 0,8 km del centro;;BGarden BCN is a small and cozy guest-house which offers a personalized service.
Meeting Point Hostels;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 2,9 km del centro;;El Meeting Point Hostels está detrás de la estación de tren de Barcelona Sants y tiene WiFi gratuita. Ofrece habitaciones privadas y habitaciones compartidas.
The Central House Barcelona Gracia;Albergue;0 de 5;Eixample;Barcelona;a 1,4 km del centro;;El TCH Barcelona Grácia está situado junto a los jardines del palacio Robert y a menos de 100 metros de la estación de metro Diagonal y del paseo de Gracia.
Hostel New York;Albergue;0 de 5;Ciutat Vella;Barcelona;a 1,1 km del centro;;El Hostel New York es un albergue juvenil ubicado en el Barrio Gótico de Barcelona, a 5 minutos a pie de Las Ramblas. Cuenta con recepción 24 horas y WiFi gratuita.
Barcelona Central Garden Hostal;Albergue;0 de 5;Eixample;Barcelona;a 0,6 km del centro;;El albergue Barcelona Central Garden Hostal está situado a solo 5 minutos a pie del Passeig de Gràcia y de la plaza Catalunya y cuenta con una terraza con mesas al aire libre.
360 Hostel Borne;Albergue;0 de 5;Eixample;Barcelona;a 0,7 km del centro;;El 360 Hostel Borne goza de una ubicación céntrica, a 5 minutos de Arco de Triunfo y su estación de metro. Ofrece conexión Wi-Fi gratuita y habitaciones con aire acondicionado y calefacción.
Urbany Hostel BCN GO!;Albergue;0 de 5;Eixample;Barcelona;a 0,8 km del centro;;El Urbany Hostel BCN GO! alberga una terraza en la azotea con jacuzzi, cocina totalmente equipada y ordenadores con conexión a internet y se encuentra en el centro de Barcelona, a solo 200 metros de...
Private rooms on Tamarit street;Albergue;0 de 5;Eixample;Barcelona;a 1,6 km del centro;;Gestionado por un particular
Private room By El Born;Albergue;0 de 5;Ciutat Vella;Barcelona;a 1,2 km del centro;;Private room By El Born está muy bien situado en el barrio de Ciutat Vella, Barcelona, a 15 min a pie de Platja de la Barceloneta, a 1,4 km de Platja de Sant Miquel y a 3 min a pie de Museo Picasso.
Ant Hostel Barcelona;Albergue;0 de 5;Sant Martí;Barcelona;a 1,3 km del centro;;El Ant Hostel Barcelona, situado frente al parque de la Ciutadella, en el centro de Barcelona, ofrece recepción 24 horas y wifi gratuita en todas las instalaciones.
Casa Barcelo Hostel Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 1,5 km del centro;;El Barcelo Hostel se encuentra en el elegante barrio del Eixample, en Barcelona, y ofrece habitaciones compartidas con aire acondicionado y WiFi gratuita.
Des Artistes;Albergue;0 de 5;Eixample;Barcelona;a 1,2 km del centro;;El Des Artistes se encuentra en la Gran Vía de Barcelona, junto a la plaza Tetuán. Ofrece una sala de lectura y una terraza compartida. Las habitaciones disponen de calefacción y ventilador en verano....
Sagrada familia Private rooms;Albergue;0 de 5;Eixample;Barcelona;a 1,5 km del centro;;Gestionado por un particular
Urbany Hostel Barcelona;Albergue;0 de 5;Sant Martí;Barcelona;a 2,6 km del centro;;El Urbany Hostel Barcelona se encuentra en la avenida Meridiana, en Barcelona, a 300 metros de la estación de metro Clot.
TOC Hostel Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 0,7 km del centro;;El TOC Hostel Barcelona ofrece piscina al aire libre y terraza y se encuentra en el corazón de Barcelona, a solo 700 metros de la plaza Catalunya.
Mediterranean Hostel Barcelona;Albergue;1 de 5;Eixample;Barcelona;a 0,8 km del centro;;Mediterranean Hostel Barcelona es un alojamiento con una ubicación ideal en el centro de Barcelona que ofrece habitaciones con aire acondicionado, salón de uso común, wifi gratis y terraza.
Pars Tailor's Hostel;Albergue;0 de 5;Eixample;Barcelona;a 1 km del centro;;Set about a 10-minute walk from Plaza Catalunya and Las Ramblas, Pars Tailor's Hostel offers air-conditioned dorm rooms, free Wi-Fi, a fully equipped kitchen, a terrace, and daily activities to...
Bird House;Albergue;0 de 5;Eixample;Barcelona;a 1,1 km del centro;;El Bird House ofrece habitaciones modernas con WiFi gratis a solo 30 metros de la estación de metro de Urgell y a menos de 15 minutos a pie de la plaza Catalunya, las Ramblas y la plaza España.
Central Station Hostel Barcelona;Albergue;0 de 5;Ciutat Vella;Barcelona;a 0,8 km del centro;;Gestionado por un particular
Factory Suites Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 1,1 km del centro;;El Factory Suites Barcelona admite mascotas y ofrece WiFi gratuita en todas las instalaciones y alojamiento en Barcelona. La Sagrada Familia está a 700 metros. El baño es privado e incluye ducha.
Moll de la Fusta Rooms;Albergue;0 de 5;Ciutat Vella;Barcelona;a 1,2 km del centro;;Moll de la Fusta Rooms se encuentra en el centro de Barcelona, a 16 min a pie de Platja de Sant Miquel, yofrece habitaciones con aire acondicionado y wifi gratis.
Hostal Granvia 628;Albergue;0 de 5;Eixample;Barcelona;a 250 m del centro;;Gestionado por un particular
Arc House Barcelona;Albergue;0 de 5;Sant Martí;Barcelona;a 1,3 km del centro;;El Arc House es un albergue juvenil situado en el centro de Barcelona, a solo 350 metros de la estación de metro Arc de Triomf. El albergue ofrece WiFi gratuita y habitaciones con taquillas.
Vilapicina Rooms;Albergue;0 de 5;Nou Barris;Barcelona;a 4,9 km del centro;a 4,9 km del centro;Gestionado por un particular
Hostelle - Women only hostel Barcelona;Albergue;0 de 5;Nou Barris;Barcelona;a 6,3 km del centro;a 6,3 km del centro;Hostelle - Women only hostel Barcelona está muy bien situado en el barrio de Nou Barris, Barcelona, a 5,3 km de Sagrada Familia, a 6,2 km de Parque Güell y a 6,6 km de La Pedrera.
Sant Jordi Hostels Sagrada Familia;Albergue;0 de 5;Sant Martí;Barcelona;a 2,6 km del centro;;Registration number AJ000517 Sant Jordi Hostels Sagrada Familia is located just moments away from Gaudi’s Sagrada Familia Church. It offers shared dorms and private rooms.
Buba House;Albergue;0 de 5;Eixample;Barcelona;a 0,7 km del centro;;Este moderno albergue ofrece WiFi gratuita y está situado en el barrio del Eixample de Barcelona. La famosa casa Batlló de Gaudí está a solo 5 minutos a pie.
Sant Jordi Hostels Rock Palace;Albergue;0 de 5;Eixample;Barcelona;a 0,8 km del centro;;Located in Barcelona's Eixample District, just a 5-minute walk from Passeig de Gràcia Metro Station, Sant Jordi Hostels Rock Palace offers a rooftop terrace with stunning views and an outdoor pool.
Room018BCN;Albergue;0 de 5;Les Corts;Barcelona;a 3,4 km del centro;a 3,4 km del centro;El Room018BCN se encuentra a 450 metros del estadio Camp Nou del FC Barcelona. Este moderno albergue dispone de habitaciones con WiFi gratuita y taquillas individuales.
BcnSportHostels;Albergue;0 de 5;Gracia;Barcelona;a 1,6 km del centro;;El BcnSportHostels se encuentra en el barrio de Gracia de Barcelona, a 6 minutos a pie de la estación de metro de Verdaguer, y ofrece solárium y habitaciones con aire acondicionado, calefacción y...
Diagonal House Hostel;Albergue;1 de 5;Eixample;Barcelona;a 1,3 km del centro;;El establecimiento Diagonal House Hostel está ubicado en el centro de Barcelona y dispone de conexión WiFi gratuita y aire acondicionado.
Born Barcelona Hostel;Albergue;0 de 5;Eixample;Barcelona;a 0,9 km del centro;;El Born Barcelona Hostel está situado en Barcelona y goza de vistas al Arco de Triunfo. Este albergue ofrece conexión WiFi gratuita, consigna de equipaje gratuita y cocina y salón compartidos.
Erandi Ramblas Rooms;Albergue;0 de 5;Ciutat Vella;Barcelona;a 1 km del centro;;Erandi Ramblas Rooms es un alojamiento con una buena ubicación en el centro de Barcelona que ofrece habitaciones con aire acondicionado, salón de uso común y wifi gratis.
Studio Hostel;Albergue;0 de 5;Sarrià-Sant Gervasi;Barcelona;a 4,5 km del centro;a 4,5 km del centro;El Studio Hostel está situado en el barrio residencial de Sarrià, a 50 metros de la estación de metro Reina Elisenda.
Arc House Gracia;Albergue;0 de 5;Gracia;Barcelona;a 1,7 km del centro;;Arc House Gracia se encuentra en Barcelona, a 7 min a pie de La Pedrera, y dispone de salón de uso común, habitaciones libres de humo y wifi gratis.
Primavera Hostel;Albergue;0 de 5;Eixample;Barcelona;a 1,2 km del centro;;El Primavera hostel se encuentra en Barcelona, en el distrito del Eixample, a 8 minutos a pie de la Sagrada Familia y a 200 metros de la estación de metro Verdaguer.
Eixample Rooms Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 1,8 km del centro;;Eixample Rooms Barcelona está muy bien situado en el barrio de Eixample, Barcelona, a 14 min a pie de La Pedrera, a 1,7 km de Casa Batlló y a 15 min a pie de Paseo de Gracia.
Olivia Barcelona;Albergue;0 de 5;Les Corts;Barcelona;a 3,3 km del centro;;Set in the neighbourhood of Plaza Coma, Barcelona, Olivia Barcelona is 190 metres from Les Corts metro station and 10 minutes' walk from Camp Nou Football Stadium.
Bruc 3;Albergue;0 de 5;Eixample;Barcelona;a 1 km del centro;;Gestionado por un particular
Ten To Go Hostel;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 2,9 km del centro;;El Ten To Go Hostel se encuentra en Barcelona, a 300 metros de la estación de Sants. Ofrece zonas compartidas, piscina al aire libre y WiFi gratuita.
Balmes Private Rooms;Albergue;0 de 5;Eixample;Barcelona;a 1 km del centro;;Gestionado por un particular
HolidaysBCN Rooms;Albergue;0 de 5;Eixample;Barcelona;a 1,7 km del centro;;HolidaysBCN Rooms está en Barcelona, a 11 min a pie de Fuente Mágica de Montjuïc, y tiene salón de uso común, habitaciones libres de humo y wifi gratis.
St Christopher's Inn Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 200 m del centro;;El St Christopher’s Inn se encuentra en Barcelona, a 2 minutos a pie de La Rambla, y ofrece alojamientos elegantes con aire acondicionado y WiFi gratuita y recepción las 24 horas.
Wow Hostel Barcelona;Albergue;0 de 5;Sarrià-Sant Gervasi;Barcelona;a 2 km del centro;a 2 km del centro;El Wow Hostel Barcelona se encuentra en el barrio barcelonés del Eixample, a 10 minutos a pie del bulevar Paseo de Gracia y de la estación de metro Diagonal, y ofrece habitaciones con aire...
Inout;Albergue;0 de 5;Sarrià-Sant Gervasi;Barcelona;a 7,3 km del centro;a 7,3 km del centro;Este exclusivo albergue ocupa 24 hectáreas en el entorno privilegiado del Parque de Collserola, el parque metropolitano más grande del mundo, a sólo 20 minutos en tren del centro de Barcelona.
Pars Teatro Hostel;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 1,5 km del centro;;El Pars Teatro Hostel se encuentra a solo 5 minutos a pie del puerto de Barcelona y de las famosas Ramblas El barrio del Raval y la discoteca y sala de conciertos La Sala Apolo están a 5 minutos a pie...
Safestay Barcelona Passeig de Gràcia;Albergue;0 de 5;Eixample;Barcelona;a 0,6 km del centro;;El Safestay Barcelona Passeig de Gràcia está situado en el paseo de Gracia de Barcelona, a 500 metros de la plaza de Cataluña. Este albergue está bien equipado y sirve el desayuno.
Private rooms Born neighborhood;Albergue;0 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;;Gestionado por un particular
Sea Hostel Barcelona;Albergue;0 de 5;Ciutat Vella;Barcelona;a 2,1 km del centro;;Offering a superb location right on Barcelona’s Barceloneta Beach, Sea Hostel Barcelona has 24-hour reception and a free WiFi zone.
Casa Jam Barcelona;Albergue;0 de 5;Gracia;Barcelona;a 2,1 km del centro;;La Casa Jam Barcelona se encuentra en el animado y bohemio barrio de Grácia de Barcelona, a 1,5 km del Parc Güell ya 20 minutos a pie del templo de la Sagrada Familia. Hay WiFi gratuita.
360 Hostel Centro;Albergue;0 de 5;Eixample;Barcelona;a 0,8 km del centro;;El 360 Hostel Centro se encuentra en el centro de la ciudad de Barcelona, a solo 10 minutos a pie de la Plaza de Catalunya y de Las Ramblas.
Mambo Tango;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 1,5 km del centro;;El Mambo Tango es un albergue para mochileros situado en el barrio barcelonés de Poble Sec, a solo 100 metros de la estación de metro de Parallel.
Plaza Universitat Private Rooms;Albergue;0 de 5;Ciutat Vella;Barcelona;a 500 m del centro;;Plaza Universitat Private Rooms se encuentra en el centro de Barcelona, a 5 min a pie de Plaza Cataluña, yofrece habitaciones con aire acondicionado y wifi gratis.
Roselló private rooms;Albergue;0 de 5;Eixample;Barcelona;a 1,2 km del centro;;Gestionado por un particular
Dream Cube Hostel;Albergue;0 de 5;Les Corts;Barcelona;a 2,4 km del centro;a 2,4 km del centro;El Dream Cube Hostel está situado en el distrito del Eixample, a 25 minutos en metro del centro de Barcelona, y ofrece alojamiento con aire acondicionado, calefacción y conexión Wi-Fi gratuita.
Paraiso Hostel;Albergue;0 de 5;Eixample;Barcelona;a 1,2 km del centro;;El Paraiso Hostel se encuentra en el centro de Barcelona, a 100 metros de la estación de metro Sant Antoni.
Kabul Party Hostel Barcelona;Albergue;0 de 5;Ciutat Vella;Barcelona;a 0,9 km del centro;;El Kabul Party Hostel Barcelona se encuentra justo al lado de Las Ramblas, en la plaza Real, y ofrece un ambiente animado con celebración de fiestas diarias y habitaciones compartidas con aire...
Latroupe Poblenou Beach;Albergue;0 de 5;Sant Martí;Barcelona;a 3,3 km del centro;;Latroupe Poblenou Beach se encuentra en Barcelona, a 8 min a pie de Playa de la Mar Bella, y ofrece servicio de conserjería, habitaciones libres de humo, salón de uso común, wifi gratis en todo el...
Mellow Barcelona;Albergue;0 de 5;Horta-Guinardó;Barcelona;a 4,3 km del centro;a 4,3 km del centro;El Mellow Eco-Hostel se encuentra en un barrio tranquilo de Barcelona, a 10 minutos a pie de la estación de metro Maragall. Ofrece una terraza en la azotea con vistas panorámicas a la ciudad.
The Hipstel Parallel;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 1,6 km del centro;;El The Hipstel Parallel, que se encuentra en Barcelona, a 900 metros del monte Montjuïc, dispone de terraza solárium y vistas a la ciudad.
Fabrizzio's Petit;Albergue;0 de 5;Eixample;Barcelona;a 0,7 km del centro;;El Fabrizzio Petit se encuentra en el centro de Barcelona, a 15 minutos a pie de la Sagrada Familia y la Plaza de Cataluña.
Habitacion privada en BELLO APARTAMENTO COMPARTIDO;Albergue;0 de 5;Eixample;Barcelona;a 1,3 km del centro;;Gestionado por un particular
Safestay Barcelona Gothic;Albergue;0 de 5;Ciutat Vella;Barcelona;a 0,9 km del centro;;El Safestay Barcelona Gothic goza de una ubicación estratégica en el centro del pintoresco Barrio Gótico, a solo 250 metros de la emblemática catedral de Barcelona.
Black Swan Hostel;Albergue;0 de 5;Eixample;Barcelona;a 0,8 km del centro;;El Black Swan Hostel se encuentra en Barcelona, a 250 metros del Arco de Triunfo y la plaza Urquinaona, y ofrece aperitivos gratuitos, WiFi gratuita y habitaciones con aire acondicionado.
